,Unnamed: 0,seq,pr_station_id,bus_line_no,bus_line_no_seq,station_nm,station_id,mobile_no,표준정류장ID,시군명,WGS84위도,WGS84경도
2572074,31369,164633,241319009,공영2(삼존대광A),5,삼존2리마을회관,233002874,,233002874,화성시,37.2158833,126.75225
2572119,31372,164634,241319009,공영2(삼존대광A),6,삼존3리,233002895,,233002895,화성시,37.2194,126.76556670000001
2572407,31378,164638,241319009,공영2(삼존대광A),10,송정1리,233002942,,233002942,화성시,37.219016700000005,126.7868
2572431,31380,164639,241319009,공영2(삼존대광A),11,송정1리마을회관,233002937,,233002937,화성시,37.2204833,126.78998329999999
2572439,31382,164640,241319009,공영2(삼존대광A),12,송정1리,233002600,,233002600,화성시,37.2237667,126.79546670000002
2572463,31384,164641,241319009,공영2(삼존대광A),13,원천교회,233002575,,233002575,화성시,37.2278333,126.80875
2572517,31387,164642,241319009,공영2(삼존대광A),14,송림2리.잔다리,233002574,,233002574,화성시,37.2198,126.81413329999998
2572571,31390,164643,241319009,공영2(삼존대광A),15,원촌동입구,233002702,,233002702,화성시,37.2143667,126.8157
2572625,31393,164644,241319009,공영2(삼존대광A),16,수작이교차로,233001964,55359.0,233001964,화성시,37.21305,126.81548329999998
2572637,31395,164660,241319009,공영2(삼존대광A),32,샘터교차로,233001309,36978.0,233001309,화성시,37.20615,126.80483329999998
2572653,31397,164661,241319009,공영2(삼존대광A),33,원촌동입구,233002703,,233002703,화성시,37.2142833,126.81578329999999
2572707,31400,164662,241319009,공영2(삼존대광A),34,송림2리.잔다리,233002701,,233002701,화성시,37.2197167,126.81436670000001
2572761,31403,164663,241319009,공영2(삼존대광A),35,원천교회,233002591,,233002591,화성시,37.2278333,126.80888329999999
2572815,31406,164664,241319009,공영2(삼존대광A),36,원촌동,233002590,,233002590,화성시,37.2299333,126.8058
2572851,31409,164665,241319009,공영2(삼존대광A),37,송정1리,233002897,,233002897,화성시,37.2241833,126.79585
2572875,31411,164666,241319009,공영2(삼존대광A),38,송정리.큰말,233002936,,233002936,화성시,37.2204,126.78886670000001
2572883,31413,164667,241319009,공영2(삼존대광A),39,송정리,233002920,,233002920,화성시,37.2192667,126.78693329999999
2572891,31415,164675,241319009,공영2(삼존대광A),47,사강정형외과,233002940,,233002940,화성시,37.2135333,126.73995
2580030,31426,164725,241319011,공영2(금당2리),2,해문1리.질고개,233002873,,233002873,화성시,37.2051,126.74063329999998
2580084,31429,164726,241319011,공영2(금당2리),3,해문1리,233002871,55457.0,233002871,화성시,37.2036,126.74466670000001
2580138,31432,164727,241319011,공영2(금당2리),4,슬항2리,233002869,,233002869,화성시,37.2006833,126.75835
2580154,31434,164728,241319011,공영2(금당2리),5,마도면행정복지센터,233002939,,233002939,화성시,37.20505,126.7707
2580329,31439,164729,241319011,공영2(금당2리),6,마도소방서,233002816,,233002816,화성시,37.20675,126.77308329999998
2581625,31448,164730,241319011,공영2(금당2리),7,마도농협,233003006,,233003006,화성시,37.2056833,126.77436670000002
2582354,31457,164731,241319011,공영2(금당2리),8,슬항1리.절골,233002810,,233002810,화성시,37.1935,126.76408329999998
2583893,31466,164732,241319011,공영2(금당2리),9,세종슈퍼앞,233002812,,233002812,화성시,37.189183299999996,126.76183329999999
2585045,31474,164733,241319011,공영2(금당2리),10,청원초등학교,233002449,55371.0,233002449,화성시,37.1885,126.7608167
2586133,31482,164734,241319011,공영2(금당2리),11,청원1리마을회관,233002814,,233002814,화성시,37.18595,126.75916670000001
2586601,31488,164735,241319011,공영2(금당2리),12,청원3리입구,233002910,,233002910,화성시,37.1805667,126.75593329999998
2586657,31490,164736,241319011,공영2(금당2리),13,금당리회관,233003001,,233003001,화성시,37.1837833,126.7471167
2586665,31492,164737,241319011,공영2(금당2리),14,금당2리종점,233002801,,233002801,화성시,37.1872833,126.74298329999999
2586673,31494,164738,241319011,공영2(금당2리),15,청원낚시터앞,233002911,,233002911,화성시,37.1796,126.75338329999998
2586737,31498,164739,241319011,공영2(금당2리),16,청원3리입구,233002622,36972.0,233002622,화성시,37.1809,126.75633329999998
2587633,31506,164740,241319011,공영2(금당2리),17,청원초등학교,233002389,55266.0,233002389,화성시,37.1884333,126.7608
2589010,31515,164741,241319011,공영2(금당2리),18,세종슈퍼앞,233002813,,233002813,화성시,37.1892,126.76195
2590810,31525,164742,241319011,공영2(금당2리),19,슬항1리.절골,233002811,,233002811,화성시,37.1935333,126.76421670000002
2592710,31535,164743,241319011,공영2(금당2리),20,화도중학교입구,233002941,,233002941,화성시,37.2056167,126.7745167
2593053,31542,164744,241319011,공영2(금당2리),21,마도소방서,233002857,,233002857,화성시,37.20665,126.77328329999999
2593837,31549,164745,241319011,공영2(금당2리),22,마도면행정복지센터,233002938,,233002938,화성시,37.2052,126.77073329999999
2593865,31551,164746,241319011,공영2(금당2리),23,슬항2리,233002870,,233002870,화성시,37.20075,126.75828329999999
2593881,31553,164747,241319011,공영2(금당2리),24,해문1리,233002872,55458.0,233002872,화성시,37.2037167,126.74448329999998
2593935,31556,164748,241319011,공영2(금당2리),25,해문1리.질고개,233002918,,233002918,화성시,37.2051833,126.74066670000002
2593989,31559,164782,241319013,공영3(장문지화1),8,장문.황해농원,233002899,,233002899,화성시,37.2252333,126.69091670000002
2593991,31560,164783,241319013,공영3(장문지화1),9,지화1리.현대염전,233002901,,233002901,화성시,37.224033299999995,126.6799
2593992,31561,164784,241319013,공영3(장문지화1),10,장문.황해농원,233002900,,233002900,화성시,37.2251167,126.69081670000001
2593994,31562,164808,241319015,공영3(청원.삼존),14,청원3리입구,233002628,,233002628,화성시,37.180183299999996,126.75608329999999
2594218,31566,164809,241319015,공영3(청원.삼존),15,청원3리종점,233002909,,233002909,화성시,37.1764333,126.76176670000001
2594226,31568,164811,241319015,공영3(청원.삼존),17,청원1리마을회관,233002815,,233002815,화성시,37.186,126.75925
2594863,31575,164822,241319015,공영3(청원.삼존),28,삼존2리마을회관,233002898,,233002898,화성시,37.21595,126.75231670000001
2594883,31577,164823,241319015,공영3(청원.삼존),29,삼존2리입구,233002584,,233002584,화성시,37.2139667,126.7483
2594903,31579,164824,241319015,공영3(청원.삼존),30,봉가1리,233002889,,233002889,화성시,37.2124333,126.74503329999999
2595051,31581,164904,241319020,공영4(도말.고포),9,마산2리.도말,233003064,,233003064,화성시,37.2396167,126.68933329999999
2595067,31583,164905,241319020,공영4(도말.고포),10,고포2리.큰개메기,233002892,,233002892,화성시,37.242966700000004,126.68621670000002
2595112,31586,164906,241319020,공영4(도말.고포),11,고포2리마을회관,233002893,,233002893,화성시,37.23905,126.68395
2595157,31589,164908,241319020,공영4(도말.고포),13,고포3리회관앞,233002888,,233002888,화성시,37.2334,126.67103329999999
2595184,31592,164910,241319020,공영4(도말.고포),15,고포2리마을회관,233002894,,233002894,화성시,37.23905,126.68403329999998
2595204,31594,164911,241319020,공영4(도말.고포),16,고포2리.큰개메기,233003065,,233003065,화성시,37.242883299999995,126.68621670000002
2595224,31596,164912,241319020,공영4(도말.고포),17,마산2리.도말,233003063,,233003063,화성시,37.23955,126.6893167
2595240,31598,164933,241319021,공영4(마산.고포),11,마산2리.탯마당,233003061,,233003061,화성시,37.2331667,126.68623329999998
2595242,31599,164943,241319021,공영4(마산.고포),21,마산2리.탯마당,233003062,,233003062,화성시,37.2330833,126.68616670000002
2595244,31600,164959,241319022,공영4(형도.고포),4,사강3리.양짓말,233002878,,233002878,화성시,37.2229167,126.71813329999999
2595469,31605,164960,241319022,공영4(형도.고포),5,인애농원앞,233002880,,233002880,화성시,37.225,126.71511670000001
2595694,31610,164961,241319022,공영4(형도.고포),6,각골입구,233002882,,233002882,화성시,37.227766700000004,126.70978329999998
2595919,31615,164962,241319022,공영4(형도.고포),7,천등1리.등굴,233002883,,233002883,화성시,37.2332833,126.70696670000001
2596144,31620,164963,241319022,공영4(형도.고포),8,천등3리.새말,233002884,,233002884,화성시,37.2415,126.70201670000002
2596369,31625,164964,241319022,공영4(형도.고포),9,독지1리.돌내입구,233002595,,233002595,화성시,37.24615,126.69928329999999
2596405,31627,164965,241319022,공영4(형도.고포),10,독지2리.문지마을,233002887,,233002887,화성시,37.2520167,126.694
2596421,31629,164966,241319022,공영4(형도.고포),11,독지리종점,233002890,,233002890,화성시,37.2531667,126.69248329999999
2596466,31632,164967,241319022,공영4(형도.고포),12,형도종점,233002891,,233002891,화성시,37.2737667,126.67166670000002
2596474,31634,164992,241319023,공영4(솔미.구렛),6,중송1리마을회관,233002908,,233002908,화성시,37.2183833,126.7028
2596538,31638,165000,241319023,공영4(솔미.구렛),14,고포3리.구랫골,233002896,,233002896,화성시,37.2302667,126.67891670000002
2596546,31640,165019,241319024,20-2(용포화석지),4,사강3리,233001460,37075.0,233001460,화성시,37.2270167,126.7274
2596796,31645,165020,241319024,20-2(용포화석지),5,쌍정리,233001461,37071.0,233001461,화성시,37.2306,126.72421670000001
2597046,31650,165021,241319024,20-2(용포화석지),6,쌍정2리.잿말,233001462,37609.0,233001462,화성시,37.2337333,126.72523329999999
2597296,31655,165022,241319024,20-2(용포화석지),7,쌍정2리,233001467,37077.0,233001467,화성시,37.2344667,126.73
2597621,31660,165023,241319024,20-2(용포화석지),8,용포2리.영계,233001473,36746.0,233001473,화성시,37.2322833,126.74141670000002
2597648,31663,165024,241319024,20-2(용포화석지),9,용포2리,233001472,37602.0,233001472,화성시,37.2317833,126.74808329999999
2597729,31666,165025,241319024,20-2(용포화석지),10,용포1리.당뫼,233001471,36743.0,233001471,화성시,37.2310333,126.75343329999998
2597783,31669,165026,241319024,20-2(용포화석지),11,용포1리,233001469,37560.0,233001469,화성시,37.2294667,126.75816670000002
2597810,31672,165027,241319024,20-2(용포화석지),12,용포1리.당뫼,233001470,36744.0,233001470,화성시,37.2311,126.75358329999999
2597864,31675,165028,241319024,20-2(용포화석지),13,용포2리,233000261,37093.0,233000261,화성시,37.2319,126.74803329999999
2597945,31678,165029,241319024,20-2(용포화석지),14,용포2리,233002914,,233002914,화성시,37.2317833,126.74586670000001
2598026,31681,165030,241319024,20-2(용포화석지),15,고정2리.고잔,233002636,,233002636,화성시,37.2481333,126.74611670000002
2598151,31686,165031,241319024,20-2(용포화석지),16,공룡알화석지,233002637,,233002637,화성시,37.2621833,126.74731670000001
2598159,31688,165032,241319024,20-2(용포화석지),17,고정2리,233000285,37096.0,233000285,화성시,37.248566700000005,126.74583329999999
2598284,31693,165033,241319024,20-2(용포화석지),18,정보화마을,233000284,37090.0,233000284,화성시,37.2438333,126.74465
2598459,31698,165034,241319024,20-2(용포화석지),19,고정1리.큰한뿌리,233000283,37401.0,233000283,화성시,37.2434833,126.74015
2598609,31703,165035,241319024,20-2(용포화석지),20,고정4리,233000282,37087.0,233000282,화성시,37.2394167,126.7385
2598784,31708,165036,241319024,20-2(용포화석지),21,쌍정1리.복우물,233000281,37083.0,233000281,화성시,37.235383299999995,126.73413329999998
2598959,31713,165037,241319024,20-2(용포화석지),22,쌍정2리,233001468,37603.0,233001468,화성시,37.234616700000004,126.73021670000001
2599284,31718,165038,241319024,20-2(용포화석지),23,쌍정2리.잿말,233001463,37608.0,233001463,화성시,37.2338,126.72518329999998
2599534,31723,165039,241319024,20-2(용포화석지),24,쌍정리,233000279,37070.0,233000279,화성시,37.2308167,126.72408329999999
2599784,31728,165040,241319024,20-2(용포화석지),25,사강3리,233000278,37074.0,233000278,화성시,37.2268833,126.72736670000002
2600034,31733,165053,241319025,20-2(천등.고정),8,신천리보건소,233001465,37064.0,233001465,화성시,37.2484,126.71746670000002
2600088,31736,165054,241319025,20-2(천등.고정),9,천등3리,233001464,37060.0,233001464,화성시,37.2430167,126.71205
2600115,31739,165055,241319025,20-2(천등.고정),10,신천리보건소,233001466,37063.0,233001466,화성시,37.24835,126.71745
2600169,31742,165056,241319025,20-2(천등.고정),11,쌍정2리,233000280,37079.0,233000280,화성시,37.2345667,126.72995
2600286,31745,165057,241319025,20-2(천등.고정),12,쌍정1리.복우물,233002522,,233002522,화성시,37.2353167,126.73416670000002
2600314,31747,165058,241319025,20-2(천등.고정),13,고정4리,233002523,,233002523,화성시,37.2395167,126.73866670000001
2600342,31749,165059,241319025,20-2(천등.고정),14,고정1리.큰한뿌리,233002915,,233002915,화성시,37.2434333,126.74023329999999
2600348,31750,165060,241319025,20-2(천등.고정),15,정보화마을,233001474,37092.0,233001474,화성시,37.2437167,126.74465
2600376,31752,165173,241319029,20-1(백곡리),6,백곡2리,233002803,,233002803,화성시,37.186266700000004,126.72591670000001
2600392,31754,165191,241319030,20-1(홍법리),10,마도초등학교,233002943,,233002943,화성시,37.2038833,126.77396670000002
2600394,31755,165192,241319030,20-1(홍법리),11,역말,233002945,,233002945,화성시,37.2004,126.77298329999999
2600396,31756,165193,241319030,20-1(홍법리),12,마리실,233002947,,233002947,화성시,37.1984333,126.7704333
2600398,31757,165197,241319030,20-1(홍법리),16,청원교회,233002809,,233002809,화성시,37.18895,126.75833329999999
2600410,31759,165198,241319030,20-1(홍법리),17,금당공단앞,233002807,,233002807,화성시,37.1894833,126.75036670000001
2600422,31761,165199,241319030,20-1(홍법리),18,금당2리,233002805,,233002805,화성시,37.189583299999995,126.74678329999999
2600434,31763,165200,241319030,20-1(홍법리),19,금당1리.소곡,233002627,,233002627,화성시,37.1896,126.74231670000002
2600442,31765,165201,241319030,20-1(홍법리),20,백곡2리,233002802,,233002802,화성시,37.1852333,126.72863329999998
2600446,31766,165202,241319030,20-1(홍법리),21,백곡2리,233002599,,233002599,화성시,37.1862,126.72625
2600450,31767,165203,241319030,20-1(홍법리),22,백곡1리,233002800,,233002800,화성시,37.1805667,126.7362
2600458,31769,165204,241319030,20-1(홍법리),23,고모교회앞,233002799,,233002799,화성시,37.1772167,126.73613329999999
2600466,31771,165205,241319030,20-1(홍법리),24,고모1리,233002798,,233002798,화성시,37.1739167,126.7387
2600474,31773,165206,241319030,20-1(홍법리),25,흥법리모래지,233002603,,233002603,화성시,37.1665833,126.73996670000001
2600476,31774,165207,241319030,20-1(홍법리),26,흥법리마을회관,233002602,,233002602,화성시,37.16495,126.7340333
2600477,31775,165208,241319030,20-1(홍법리),27,흥법리모래지,233002916,,233002916,화성시,37.1665833,126.74015
2600479,31776,165209,241319030,20-1(홍법리),28,고모2리,233002604,,233002604,화성시,37.1727333,126.7465
2600487,31778,165216,241319030,20-1(홍법리),35,마리실,233002948,,233002948,화성시,37.1984167,126.77061670000002
2600489,31779,165217,241319030,20-1(홍법리),36,역말,233002946,,233002946,화성시,37.2005333,126.77323329999999
2600491,31780,165218,241319030,20-1(홍법리),37,마도초등학교,233002944,,233002944,화성시,37.2039,126.77406670000002
2600493,31781,165240,241319031,20-1(독지리),12,독지2리.문지마을,233002886,,233002886,화성시,37.25195,126.69391670000002
2600509,31783,165241,241319031,20-1(독지리),13,독지1리.돌내입구,233002885,,233002885,화성시,37.245966700000004,126.6994
2600653,31787,165242,241319031,20-1(독지리),14,천등3리.새말,233002593,,233002593,화성시,37.2414167,126.70195
2600797,31791,165243,241319031,20-1(독지리),15,천등1리.등굴,233002592,,233002592,화성시,37.2331333,126.70693329999999
2600941,31795,165244,241319031,20-1(독지리),16,각골입구,233002881,,233002881,화성시,37.2276333,126.70981670000002
2601085,31799,165245,241319031,20-1(독지리),17,인애농원앞,233002879,,233002879,화성시,37.2248167,126.71523329999998
2601229,31803,165246,241319031,20-1(독지리),18,사강3리.양짓말,233002877,,233002877,화성시,37.222783299999996,126.71815
2601373,31807,165261,241319032,20-3(왕모대시청),10,서신초등학교,233003003,,233003003,화성시,37.1710833,126.70765
2601389,31808,165262,241319032,20-3(왕모대시청),11,서신사거리,233002359,55241.0,233002359,화성시,37.167416700000004,126.70803329999998
2601398,31809,165266,241319032,20-3(왕모대시청),15,홍법리마을회관,233002654,37632.0,233002654,화성시,37.16485,126.73395
2601406,31811,165269,241319032,20-3(왕모대시청),18,왕모대,233002527,,233002527,화성시,37.1396833,126.72668329999999
2601414,31813,165282,241319032,20-3(왕모대시청),31,비우물,233002545,36495.0,233002545,화성시,37.17195,126.70641670000002
2601415,31814,165302,241319032,20-3(왕모대시청),51,은장공단,233000255,37116.0,233000255,화성시,37.1980833,126.78988329999999
2601431,31816,165303,241319032,20-3(왕모대시청),52,쌍송공단입구,233002368,55249.0,233002368,화성시,37.1951667,126.79005
2601447,31818,165304,241319032,20-3(왕모대시청),53,쌍송공단,233000260,37118.0,233000260,화성시,37.1931833,126.79018329999998
2601463,31820,165305,241319032,20-3(왕모대시청),54,은장슈퍼,233000259,37120.0,233000259,화성시,37.1924,126.79298329999999
2601479,31822,165306,241319032,20-3(왕모대시청),55,마도교차로,233001744,37769.0,233001744,화성시,37.1919833,126.79433329999999
2601639,31826,165307,241319032,20-3(왕모대시청),56,마도할인마트,233002138,55124.0,233002138,화성시,37.1951,126.79656670000001
2601799,31830,165308,241319032,20-3(왕모대시청),57,남양타운,233002135,55179.0,233002135,화성시,37.198383299999996,126.7974
2601959,31834,165325,241319032,20-3(왕모대시청),74,남양타운,233002136,55180.0,233002136,화성시,37.19775,126.79706670000002
2602119,31838,165326,241319032,20-3(왕모대시청),75,마도할인마트,233002137,55123.0,233002137,화성시,37.195016700000004,126.79626670000002
2602279,31842,165327,241319032,20-3(왕모대시청),76,은장슈퍼,233000880,37121.0,233000880,화성시,37.1925333,126.7932
2602295,31844,165328,241319032,20-3(왕모대시청),77,쌍송공단,233000257,37119.0,233000257,화성시,37.1931833,126.7903
2602311,31846,165329,241319032,20-3(왕모대시청),78,쌍송공단입구,233002367,55248.0,233002367,화성시,37.1951333,126.7901333
2602327,31848,165330,241319032,20-3(왕모대시청),79,은장공단,233000256,37117.0,233000256,화성시,37.1980667,126.79006670000001
2602343,31850,165540,241319039,공영4(돌내.형도),9,독지1리.돌내입구,233003068,,233003068,화성시,37.24615,126.69943329999998
2602424,31853,165541,241319039,공영4(돌내.형도),10,돌내,233003060,,233003060,화성시,37.2507833,126.70191670000001
2602469,31856,165542,241319039,공영4(돌내.형도),11,독지리교회,233003066,,233003066,화성시,37.2528667,126.69543329999999
2602505,31859,165545,241319039,공영4(돌내.형도),14,독지리종점,233002594,,233002594,화성시,37.253066700000005,126.69258329999998
2602510,31860,165546,241319039,공영4(돌내.형도),15,독지리교회,233003058,,233003058,화성시,37.25285,126.69533329999999
2602514,31861,165547,241319039,공영4(돌내.형도),16,돌내,233003059,,233003059,화성시,37.2507833,126.70185
2602534,31863,165593,241319042,공영4(돌내독지2),12,독지리종점,233003067,,233003067,화성시,37.2531167,126.6928
2602539,31864,165620,241319043,20-4A,15,마도산업단지,233001742,37768.0,233001742,화성시,37.1813,126.78621670000001
2602571,31866,165621,241319043,20-4A,16,쌍송2리.산업단지내,233002144,55186.0,233002144,화성시,37.1846667,126.7888
2602607,31869,165622,241319043,20-4A,17,마도유통상가앞,233002142,55184.0,233002142,화성시,37.1867,126.79033329999999
2602679,31872,165623,241319043,20-4A,18,쌍송1리앞,233002140,55182.0,233002140,화성시,37.190566700000005,126.7931333
2602751,31875,165637,241319043,20-4A,32,쌍송1리앞,233002139,55181.0,233002139,화성시,37.190116700000004,126.79245
2602823,31878,165638,241319043,20-4A,33,마도유통상가앞,233002141,55183.0,233002141,화성시,37.1865333,126.78986670000002
2602895,31881,165639,241319043,20-4A,34,쌍송2리앞,233002143,55185.0,233002143,화성시,37.1844,126.78823329999999
2602931,31884,165641,241319043,20-4A,36,바이오단지입구,233003099,55426.0,233003099,화성시,37.17235,126.77375
2602943,31886,165642,241319043,20-4A,37,바이오밸리,233002291,37111.0,233002291,화성시,,
2602947,31888,165663,241319044,20-4B,6,교통안전공단,233523450,,233523450,화성시,37.2261,126.76776670000001
2602955,31890,165664,241319044,20-4B,7,삼존3리,233522610,,233522610,화성시,37.2194,126.76556670000001
2602987,31892,165724,241323001,11-3,9,중심상가,233002563,,233002563,화성시,37.2148667,127.0446
2603624,31899,165726,241323001,11-3,11,안화고등학교,233002393,55280.0,233002393,화성시,37.2115,127.0472
2604352,31907,165730,241323001,11-3,15,능동지성로사거리,233003053,,233003053,화성시,37.2125,127.0548
2604368,31909,165731,241323001,11-3,16,이지더원.밀알교회,233001728,37805.0,233001728,화성시,37.2142667,127.056
2604370,31910,165732,241323001,11-3,17,상록예가,233001730,37807.0,233001730,화성시,37.215166700000005,127.05675
2604371,31911,165733,241323001,11-3,18,능동마을입구,233001717,37787.0,233001717,화성시,37.21755,127.0579
2604375,31912,165734,241323001,11-3,19,SK뷰파크,233002555,36402.0,233002555,화성시,37.2216167,127.05756670000001
2604376,31913,165735,241323001,11-3,20,반월초등학교,233002251,55442.0,233002251,화성시,37.2229,127.0618
2604382,31915,165736,241323001,11-3,21,삼성반도체,233000103,36397.0,233000103,화성시,37.2250833,127.064
2604388,31917,165737,241323001,11-3,22,반월1통.빅마켓앞,233000102,37592.0,233000102,화성시,37.229183299999995,127.06506670000002
2604400,31919,165751,241323001,11-3,36,반월1통.빅마켓앞,233000113,36403.0,233000113,화성시,37.22945,127.06496670000001
2604412,31921,165752,241323001,11-3,37,삼성전자,233000112,36395.0,233000112,화성시,37.2237333,127.06258329999999
2604418,31923,165753,241323001,11-3,38,성지산업,233000104,36392.0,233000104,화성시,37.2212667,127.05968329999999
2604424,31925,165754,241323001,11-3,39,반월2통,233001451,36389.0,233001451,화성시,37.2194667,127.05733329999998
2604432,31927,165755,241323001,11-3,40,능동마을입구,233001718,37920.0,233001718,화성시,37.21685,127.05815
2604436,31928,165756,241323001,11-3,41,이지더원.밀알교회,233001729,37806.0,233001729,화성시,37.2142,127.05563329999998
2604438,31929,165757,241323001,11-3,42,능동지성로사거리,233002271,55294.0,233002271,화성시,37.212816700000005,127.05473329999998
2604454,31931,165759,241323001,11-3,44,주공6단지,233001738,37799.0,233001738,화성시,37.21285,127.05096670000002
2604458,31932,165761,241323001,11-3,46,안화고등학교,233002394,55281.0,233002394,화성시,37.211433299999996,127.04751670000002
2605004,31945,191583,241491008,38,35,동부출장소,233002537,55395.0,233002537,화성시,37.2079167,127.03591670000002
2605016,31948,191585,241491008,38,37,주공1.2단지,233000078,36360.0,233000078,화성시,37.2079667,127.04091670000001
2605052,32010,191497,241491004,35-2,33,주공1.2단지,233000079,36356.0,233000079,화성시,37.2081,127.04106670000002
2605172,32034,191670,241491010,100,1,화남아파트,233002001,37985.0,233002001,화성시,37.2128833,127.03721670000002
2605196,32036,165942,241324001,17,4,구봉산근린공원,233001621,37683.0,233001621,화성시,37.203616700000005,127.0442167
2605212,32038,165943,241324001,17,5,성호아파트후문,233002418,55295.0,233002418,화성시,37.20085,127.04453329999998
2605228,32040,165992,241324001,17,54,성호아파트후문,233002690,,233002690,화성시,37.201266700000005,127.04465
2605244,32042,165993,241324001,17,55,구봉산근린공원,233001627,37685.0,233001627,화성시,37.20365,127.04445
2605260,32044,166021,241324002,27,25,동탄제일병원,233000916,55619.0,233000916,화성시,37.21678333,127.0784
2605261,32045,166022,241324002,27,26,한림대성심병원,233002559,,233002559,화성시,37.2173,127.08063329999999
2605265,32046,166049,241324003,27-1,5,대창그린아파트,233002649,37657.0,233002649,화성시,37.2056167,127.0388333
2605267,32047,166050,241324003,27-1,6,주공1단지,233002687,,233002687,화성시,37.20625,127.04033329999999
2605269,32048,166058,241324003,27-1,14,능동초등학교,233001727,37804.0,233001727,화성시,37.2129167,127.0574
2605271,32049,166059,241324003,27-1,15,능동중학교,233001725,37802.0,233001725,화성시,37.2111833,127.05971670000001
2605273,32050,166075,241324003,27-1,31,능동중학교,233001724,37801.0,233001724,화성시,37.2111167,127.05998329999998
2605275,32051,166076,241324003,27-1,32,능동초등학교,233001726,37803.0,233001726,화성시,37.2127833,127.05811670000001
2605277,32052,166085,241324003,27-1,41,주공1단지,233002686,,233002686,화성시,37.206366700000004,127.04023329999998
2605279,32053,166086,241324003,27-1,42,대창그린아파트,233002688,,233002688,화성시,37.2056833,127.03863329999999
2605281,32054,166113,241324004,27-2,26,나루고등학교,233002653,55272.0,233002653,화성시,37.1868,127.07258329999999
2605285,32055,166156,241324005,17-1,20,동양파라곤,233002092,36994.0,233002092,화성시,37.2040333,127.07098329999998
2605289,32159,167713,241335001,50-2,4,현대아파트,233001747,37767.0,233001747,화성시,37.1971333,126.82413329999999
2605313,32161,167714,241335001,50-2,5,기산베스트빌,233000369,36838.0,233000369,화성시,37.1952167,126.8223
2605337,32163,167715,241335001,50-2,6,화성서부경찰서,233002120,37751.0,233002120,화성시,37.190683299999996,126.82198329999999
2605361,32165,167716,241335001,50-2,7,신남4통,233002186,55278.0,233002186,화성시,37.188616700000004,126.82083329999999
2605429,32167,167717,241335001,50-2,8,신남4통,233002013,55057.0,233002013,화성시,37.1859,126.8198
2605497,32169,167718,241335001,50-2,9,신남1통마을입구,233002823,,233002823,화성시,37.1864,126.81785
2605498,32170,167719,241335001,50-2,10,신남1통,233002826,,233002826,화성시,37.18445,126.81293329999998
2605505,32171,167720,241335001,50-2,11,신남1통,233002521,,233002521,화성시,37.1805333,126.81793329999999
2605512,32172,167721,241335001,50-2,12,안석2통,233002189,55318.0,233002189,화성시,37.1780667,126.81700000000001
2605536,32174,167722,241335001,50-2,13,신남3통,233002008,55058.0,233002008,화성시,37.1762833,126.81458329999998
2605556,32176,167723,241335001,50-2,14,신남3통.은강교,233003005,,233003005,화성시,37.17535,126.8089
2605558,32177,167724,241335001,50-2,15,신남3통.돌문안,233002825,,233002825,화성시,37.17475,126.80623329999999
2605560,32178,167725,241335001,50-2,16,신남3통마을회관,233002821,,233002821,화성시,37.1731833,126.80121670000001
2605562,32179,167726,241335001,50-2,17,창덕1통.잡재기,233002664,37948.0,233002664,화성시,37.1684667,126.80045
2605563,32180,167727,241335001,50-2,18,신남3통,233002818,,233002818,화성시,37.17635,126.79791670000002
2605568,32181,167728,241335001,50-2,19,신남2통,233002820,,233002820,화성시,37.1834833,126.79965
2605570,32182,167734,241335001,50-2,25,청원2리.수루지,233002455,55376.0,233002455,화성시,37.17705,126.77948329999998
2605571,32183,167735,241335001,50-2,26,청원2리,233002386,55263.0,233002386,화성시,37.17675,126.77821670000002
2605572,32184,167736,241335001,50-2,27,청원4리마을회관,233002387,55264.0,233002387,화성시,37.18135,126.76668329999998
2605574,32185,167737,241335001,50-2,28,막산리,233002452,55374.0,233002452,화성시,37.1825,126.76575
2605576,32186,167738,241335001,50-2,29,청원4리.막상공원,233002451,55373.0,233002451,화성시,37.18495,126.76545
2605578,32187,167739,241335001,50-2,30,청원공단,233002388,55265.0,233002388,화성시,37.1867167,126.764
2605580,32188,167752,241335001,50-2,43,금당1리마을회관,233002598,,233002598,화성시,37.1917667,126.74253329999999
2605582,32189,167753,241335001,50-2,44,해문2리마을회관,233002597,,233002597,화성시,37.19775,126.7465
2605584,32190,167759,241335001,50-2,50,해문2리마을회관,233002949,,233002949,화성시,37.197816700000004,126.74646670000001
2605586,32191,167760,241335001,50-2,51,금당1리마을회관,233002596,55456.0,233002596,화성시,37.1918,126.74245
2605588,32192,167761,241335001,50-2,52,금당2리,233002804,,233002804,화성시,37.1895167,126.7468
2605591,32193,167762,241335001,50-2,53,금당공단앞,233002806,,233002806,화성시,37.1894333,126.75025
2605594,32194,167763,241335001,50-2,54,청원교회,233002808,,233002808,화성시,37.1888833,126.75711670000001
2605597,32195,167771,241335001,50-2,62,청원공단,233002450,55372.0,233002450,화성시,37.1866333,126.7638167
2605599,32196,167772,241335001,50-2,63,청원4리.막상공원,233002390,55267.0,233002390,화성시,37.1848667,126.76531670000001
2605601,32197,167773,241335001,50-2,64,막산리,233002456,55377.0,233002456,화성시,37.18235,126.7657
2605603,32198,167774,241335001,50-2,65,청원4리마을회관,233002391,55268.0,233002391,화성시,37.1812833,126.76655
